Consumer Wise Detail Report,,,,,,,,,,,,,,,,,,,,,,,,,,Run Date,11-Nov-25
Col Centre Code,Receipt Date,Book Number,Receipt Number,Receipt Type,BU,PC,Consumer No,Mode,Bank,IFSC,MICR,Cheque No,Cheque Date,Receipt Amount,Submitted,B60 Generated ,Modification,Cheque Bounce,"Receipt Source
",Ledger Updation Date,B80 Revision Id,B80 Date,Cheque Realised Date,B60 Date,Theft Consumer Name,Revision ID,CIR ID
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159064,01,0965,8,195041984002,CASH,-----------------------, ----------,---------,------,,290,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159065,01,0965,8,195050024968,CASH,-----------------------, ----------,---------,------,,160,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159066,01,0965,8,195051960608,CASH,-----------------------, ----------,---------,------,,340,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159067,01,0965,8,195041922350,CASH,-----------------------, ----------,---------,------,,630,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159068,01,0965,8,195041930778,CASH,-----------------------, ----------,---------,------,,340,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159069,01,0965,8,195041935141,CASH,-----------------------, ----------,---------,------,,240,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159070,01,0965,8,195040020280,CASH,-----------------------, ----------,---------,------,,250,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159071,01,0965,8,195040020701,CASH,-----------------------, ----------,---------,------,,320,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159072,01,0965,8,195141959510,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159073,01,0965,8,195111930894,CASH,-----------------------, ----------,---------,------,,240,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159074,01,0965,8,195040019681,CASH,-----------------------, ----------,---------,------,,650,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159075,01,0965,8,195051921475,CASH,-----------------------, ----------,---------,------,,580,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159076,01,0965,8,195041947549,CASH,-----------------------, ----------,---------,------,,880,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159077,01,0965,8,195040000033,CASH,-----------------------, ----------,---------,------,,390,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159078,01,0965,8,195041959296,CASH,-----------------------, ----------,---------,------,,670,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159079,01,0965,8,195041920594,CASH,-----------------------, ----------,---------,------,,690,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159080,01,0965,8,195731947037,CASH,-----------------------, ----------,---------,------,,190,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159081,01,0965,8,195141942552,CASH,-----------------------, ----------,---------,------,,570,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159082,01,0965,8,195140000707,CASH,-----------------------, ----------,---------,------,,250,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159083,01,0965,8,195041941028,CASH,-----------------------, ----------,---------,------,,650,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159084,01,0965,8,195270022401,CASH,-----------------------, ----------,---------,------,,260,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159085,01,0965,8,195271960013,CASH,-----------------------, ----------,---------,------,,240,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159086,01,0965,8,195041928650,CASH,-----------------------, ----------,---------,------,,1880,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159087,01,0965,8,195041949584,CASH,-----------------------, ----------,---------,------,,1530,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159088,01,0965,8,195041920110,CASH,-----------------------, ----------,---------,------,,790,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159089,01,0965,1,195881979891,CASH,-----------------------, ----------,---------,------,,260,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159090,01,0965,8,195050023554,CASH,-----------------------, ----------,---------,------,,640,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159091,01,0965,8,195040021553,CASH,-----------------------, ----------,---------,------,,730,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159092,01,0965,8,195041926649,CASH,-----------------------, ----------,---------,------,,1690,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159093,01,0965,8,195041941524,CASH,-----------------------, ----------,---------,------,,1080,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159094,01,0965,8,195141945586,CASH,-----------------------, ----------,---------,------,,720,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159095,01,0965,8,195110034003,CASH,-----------------------, ----------,---------,------,,2220,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159096,01,0965,8,195270049937,CASH,-----------------------, ----------,---------,------,,390,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159097,01,0965,8,195730080536,CASH,-----------------------, ----------,---------,------,,360,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159098,01,0965,8,195042253044,CASH,-----------------------, ----------,---------,------,,3820,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159099,01,0965,8,195040017572,CASH,-----------------------, ----------,---------,------,,1060,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159100,01,0965,8,195040046009,CASH,-----------------------, ----------,---------,------,,1260,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159101,01,0965,8,195040003237,CASH,-----------------------, ----------,---------,------,,340,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159102,01,0965,8,195050024488,CASH,-----------------------, ----------,---------,------,,730,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159103,01,0965,8,195040053404,CASH,-----------------------, ----------,---------,------,,1980,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159104,01,0965,8,195050024861,CASH,-----------------------, ----------,---------,------,,380,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159105,01,0965,8,195051943100,CASH,-----------------------, ----------,---------,------,,220,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159106,01,0965,8,195041938710,CASH,-----------------------, ----------,---------,------,,250,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159107,01,0965,8,195041936334,CASH,-----------------------, ----------,---------,------,,1120,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159108,01,0965,8,195490064937,CASH,-----------------------, ----------,---------,------,,270,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159109,01,0965,8,195270000776,CASH,-----------------------, ----------,---------,------,,460,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159110,01,0965,8,195110000869,CASH,-----------------------, ----------,---------,------,,620,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159111,01,0965,8,195040054222,CASH,-----------------------, ----------,---------,------,,40,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159112,01,0965,8,195040003415,CASH,-----------------------, ----------,---------,------,,460,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159113,01,0965,8,195210044073,CASH,-----------------------, ----------,---------,------,,430,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159114,01,0965,8,195041984690,CASH,-----------------------, ----------,---------,------,,270,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159115,01,0965,8,195210001081,CASH,-----------------------, ----------,---------,------,,1970,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159116,01,0965,8,195040053439,CASH,-----------------------, ----------,---------,------,,640,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159117,01,0965,8,195040001145,CASH,-----------------------, ----------,---------,------,,220,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159118,01,0965,8,195042253460,CASH,-----------------------, ----------,---------,------,,190,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159119,01,0965,8,195040052220,CASH,-----------------------, ----------,---------,------,,410,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159120,01,0965,8,195040022487,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159121,01,0965,8,195491922848,CASH,-----------------------, ----------,---------,------,,470,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159122,01,0965,8,195041936768,CASH,-----------------------, ----------,---------,------,,190,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159123,01,0965,8,195041939635,CASH,-----------------------, ----------,---------,------,,200,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159124,01,0965,8,195050003081,CASH,-----------------------, ----------,---------,------,,210,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159125,01,0965,8,195042253648,CASH,-----------------------, ----------,---------,------,,680,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159126,01,0965,1,195880090670,CASH,-----------------------, ----------,---------,------,,560,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159127,01,0965,8,195041951597,CASH,-----------------------, ----------,---------,------,,540,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159128,01,0965,8,195040019559,CASH,-----------------------, ----------,---------,------,,450,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159129,01,0965,1,195880001324,CASH,-----------------------, ----------,---------,------,,720,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159130,01,0965,8,196951921027,CASH,-----------------------, ----------,---------,------,,210,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159131,01,0965,8,196950001439,CASH,-----------------------, ----------,---------,------,,250,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159132,01,0965,8,195140036175,CASH,-----------------------, ----------,---------,------,,750,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159133,01,0965,8,195040047749,CASH,-----------------------, ----------,---------,------,,390,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159134,01,0965,8,195040019036,CASH,-----------------------, ----------,---------,------,,600,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159135,01,0965,8,195050023384,CASH,-----------------------, ----------,---------,------,,300,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159136,01,0965,8,195050024844,CASH,-----------------------, ----------,---------,------,,340,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159137,01,0965,8,195111950364,CASH,-----------------------, ----------,---------,------,,340,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159138,01,0965,8,195040016801,CASH,-----------------------, ----------,---------,------,,890,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159139,01,0965,8,195040021812,CASH,-----------------------, ----------,---------,------,,650,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159140,01,0965,8,195041925634,CASH,-----------------------, ----------,---------,------,,340,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159141,01,0965,8,195040021162,CASH,-----------------------, ----------,---------,------,,700,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159142,01,0965,8,195110033104,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159143,01,0965,8,195110033635,CASH,-----------------------, ----------,---------,------,,160,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159144,01,0965,8,195110001865,CASH,-----------------------, ----------,---------,------,,180,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159145,01,0965,8,195110033813,CASH,-----------------------, ----------,---------,------,,260,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159146,01,0965,8,195040054702,CASH,-----------------------, ----------,---------,------,,520,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159147,01,0965,8,195110034291,CASH,-----------------------, ----------,---------,------,,240,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159148,01,0965,8,195110034739,CASH,-----------------------, ----------,---------,------,,510,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159149,01,0965,8,195211934986,CASH,-----------------------, ----------,---------,------,,410,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159150,01,0965,8,195041942717,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159151,01,0965,8,195040020450,CASH,-----------------------, ----------,---------,------,,840,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159152,01,0965,8,195050002247,CASH,-----------------------, ----------,---------,------,,530,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159153,01,0965,8,195731953118,CASH,-----------------------, ----------,---------,------,,270,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159154,01,0965,8,195040021073,CASH,-----------------------, ----------,---------,------,,670,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159155,01,0965,8,195490001480,CASH,-----------------------, ----------,---------,------,,300,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159156,01,0965,8,195041948600,CASH,-----------------------, ----------,---------,------,,400,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159157,01,0965,8,195730079830,CASH,-----------------------, ----------,---------,------,,240,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159158,01,0965,8,195270003406,CASH,-----------------------, ----------,---------,------,,510,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159159,01,0965,8,195040021341,CASH,-----------------------, ----------,---------,------,,770,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159160,01,0965,8,195271959643,CASH,-----------------------, ----------,---------,------,,690,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159161,01,0965,8,195270002183,CASH,-----------------------, ----------,---------,------,,450,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159162,01,0965,8,195731954971,CASH,-----------------------, ----------,---------,------,,4280,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,06-Nov-25,B08535,0159163,01,0965,8,196890126334,CASH,-----------------------, ----------,---------,------,,1050,Y,Y,--------,N,Occs,,,,06-Nov-25,08-Nov-25,,,
