Consumer Wise Detail Report,,,,,,,,,,,,,,,,,,,,,,,,,,Run Date,11-Nov-25
Col Centre Code,Receipt Date,Book Number,Receipt Number,Receipt Type,BU,PC,Consumer No,Mode,Bank,IFSC,MICR,Cheque No,Cheque Date,Receipt Amount,Submitted,B60 Generated ,Modification,Cheque Bounce,"Receipt Source
",Ledger Updation Date,B80 Revision Id,B80 Date,Cheque Realised Date,B60 Date,Theft Consumer Name,Revision ID,CIR ID
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005970,01,0965,5,195470001149,CASH,-----------------------, ----------,---------,------,,170,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005971,01,0965,5,195241941758,CASH,-----------------------, ----------,---------,------,,2000,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005972,01,0965,5,195511929771,CASH,-----------------------, ----------,---------,------,,390,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005973,01,0965,5,196620000649,CASH,-----------------------, ----------,---------,------,,630,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005974,01,0965,5,196620000746,CASH,-----------------------, ----------,---------,------,,1770,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005975,01,0965,5,196620116892,CASH,-----------------------, ----------,---------,------,,230,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005976,01,0965,5,195500001670,CASH,-----------------------, ----------,---------,------,,1170,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005977,01,0965,5,195500065121,CASH,-----------------------, ----------,---------,------,,170,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005978,01,0965,5,195240000046,CASH,-----------------------, ----------,---------,------,,840,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005979,01,0965,5,195011902559,CASH,-----------------------, ----------,---------,------,,640,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005980,01,0965,5,195280050577,CASH,-----------------------, ----------,---------,------,,520,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005980,05,0965,5,195280050577,CASH,-----------------------, ----------,---------,------,,110,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005981,01,0965,5,195480063479,CASH,-----------------------, ----------,---------,------,,400,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005982,01,0965,5,195500000886,CASH,-----------------------, ----------,---------,------,,1060,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005983,01,0965,5,196781925278,CASH,-----------------------, ----------,---------,------,,950,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005984,01,0965,5,195012931030,CASH,-----------------------, ----------,---------,------,,630,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005985,01,0965,5,195011914905,CASH,-----------------------, ----------,---------,------,,160,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005986,01,0965,5,195010008510,CASH,-----------------------, ----------,---------,------,,450,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005987,01,0965,5,195011901935,CASH,-----------------------, ----------,---------,------,,350,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005988,01,0965,5,195011951231,CASH,-----------------------, ----------,---------,------,,3780,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005989,01,0965,5,195010002678,CASH,-----------------------, ----------,---------,------,,1020,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005990,01,0965,5,196791951625,CASH,-----------------------, ----------,---------,------,,320,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005991,01,0965,5,188411944939,CASH,-----------------------, ----------,---------,------,,50,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005992,01,0965,5,195671936383,CASH,-----------------------, ----------,---------,------,,180,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005993,01,0965,5,195321907461,CASH,-----------------------, ----------,---------,------,,290,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005994,01,0965,5,195830085161,CASH,-----------------------, ----------,---------,------,,1210,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005995,01,0965,5,195011940205,CASH,-----------------------, ----------,---------,------,,650,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005996,01,0965,5,195011922525,CASH,-----------------------, ----------,---------,------,,410,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005997,01,0965,6,196500113741,CASH,-----------------------, ----------,---------,------,,260,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005998,01,0965,6,196500113636,CASH,-----------------------, ----------,---------,------,,480,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0005999,01,0965,6,196190000674,CASH,-----------------------, ----------,---------,------,,190,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0006000,01,0965,6,196501991891,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0006001,01,0965,1,195940094530,CASH,-----------------------, ----------,---------,------,,200,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0006002,01,0965,1,195940000829,CASH,-----------------------, ----------,---------,------,,910,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0006003,05,0965,0,195010000136,CHEQUE,BANK OF BARODA,BARB0MEDHAX,415012508,001511,04-Nov-25,990,Y,N,--------,N,Occs,,,,,,,,
010965012-Medha Sub Division Office Coll.,04-Nov-25,B06766,0006003,01,0965,0,195010000136,CHEQUE,BANK OF BARODA,BARB0MEDHAX,415012508,001511,04-Nov-25,51220,Y,Y,--------,N,Occs,10-Nov-25,,,,11-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158974,01,0965,8,195140035454,CASH,-----------------------, ----------,---------,------,,310,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158975,01,0965,1,195081963202,CASH,-----------------------, ----------,---------,------,,1150,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158976,01,0965,1,195080000028,CASH,-----------------------, ----------,---------,------,,610,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158977,01,0965,8,195040003164,CASH,-----------------------, ----------,---------,------,,290,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158978,01,0965,8,195440000750,CASH,-----------------------, ----------,---------,------,,840,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158979,01,0965,8,195440001110,CASH,-----------------------, ----------,---------,------,,880,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158980,01,0965,8,195141940533,CASH,-----------------------, ----------,---------,------,,410,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158981,01,0965,8,195140000685,CASH,-----------------------, ----------,---------,------,,280,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158982,01,0965,8,195040022215,CASH,-----------------------, ----------,---------,------,,200,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158983,01,0965,8,195041936695,CASH,-----------------------, ----------,---------,------,,190,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158984,01,0965,8,195040020361,CASH,-----------------------, ----------,---------,------,,440,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158985,01,0965,8,195040054214,CASH,-----------------------, ----------,---------,------,,200,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158986,01,0965,8,195731952499,CASH,-----------------------, ----------,---------,------,,1490,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158987,01,0965,8,195040018251,CASH,-----------------------, ----------,---------,------,,250,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158988,01,0965,8,195040020263,CASH,-----------------------, ----------,---------,------,,830,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158989,01,0965,8,195040020182,CASH,-----------------------, ----------,---------,------,,160,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158990,01,0965,8,195140003307,CASH,-----------------------, ----------,---------,------,,460,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158991,01,0965,8,195140035187,CASH,-----------------------, ----------,---------,------,,210,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158992,01,0965,8,195140003013,CASH,-----------------------, ----------,---------,------,,480,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158993,01,0965,8,195140036060,CASH,-----------------------, ----------,---------,------,,360,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158994,01,0965,8,195051924105,CASH,-----------------------, ----------,---------,------,,170,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158995,01,0965,8,195051932850,CASH,-----------------------, ----------,---------,------,,130,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158996,01,0965,8,195051952885,CASH,-----------------------, ----------,---------,------,,660,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158997,01,0965,8,195051921432,CASH,-----------------------, ----------,---------,------,,1070,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158998,01,0965,8,195050024101,CASH,-----------------------, ----------,---------,------,,760,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0158999,01,0965,8,195050025042,CASH,-----------------------, ----------,---------,------,,170,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159000,01,0965,8,195041928731,CASH,-----------------------, ----------,---------,------,,1150,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159001,01,0965,8,195140002611,CASH,-----------------------, ----------,---------,------,,170,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159002,01,0965,8,195041927891,CASH,-----------------------, ----------,---------,------,,960,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159003,01,0965,8,195041959199,CASH,-----------------------, ----------,---------,------,,770,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159004,01,0965,8,195040020522,CASH,-----------------------, ----------,---------,------,,490,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159005,01,0965,8,195730080188,CASH,-----------------------, ----------,---------,------,,1160,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159006,01,0965,8,195040003695,CASH,-----------------------, ----------,---------,------,,520,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159007,01,0965,8,195140036183,CASH,-----------------------, ----------,---------,------,,210,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159008,01,0965,8,195490001676,CASH,-----------------------, ----------,---------,------,,1050,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159009,01,0965,8,195140000782,CASH,-----------------------, ----------,---------,------,,300,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159010,01,0965,1,195870089967,CASH,-----------------------, ----------,---------,------,,470,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159011,01,0965,8,195041941044,CASH,-----------------------, ----------,---------,------,,610,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159012,01,0965,8,195041930808,CASH,-----------------------, ----------,---------,------,,470,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159013,01,0965,8,195041929052,CASH,-----------------------, ----------,---------,------,,660,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159014,01,0965,8,195041984100,CASH,-----------------------, ----------,---------,------,,1190,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159015,01,0965,8,195041931472,CASH,-----------------------, ----------,---------,------,,750,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159016,01,0965,8,195041929079,CASH,-----------------------, ----------,---------,------,,290,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159017,01,0965,8,195041931448,CASH,-----------------------, ----------,---------,------,,350,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159018,01,4598,4,160220247691,CASH,-----------------------, ----------,---------,------,,4090,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159019,01,0965,8,195140003005,CASH,-----------------------, ----------,---------,------,,720,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159020,01,0965,8,195141952167,CASH,-----------------------, ----------,---------,------,,900,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159021,01,0965,8,195140003030,CASH,-----------------------, ----------,---------,------,,830,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159022,01,0965,8,195141944784,CASH,-----------------------, ----------,---------,------,,250,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159023,01,0965,8,195141957754,CASH,-----------------------, ----------,---------,------,,310,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159024,01,0965,8,195141930848,CASH,-----------------------, ----------,---------,------,,200,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965017-Kai Lalsingrao Shinde Gr.Bid.S.S.Pat.Ltd Kudal Br. Kudal,04-Nov-25,B08535,0159025,01,0965,8,195140002742,CASH,-----------------------, ----------,---------,------,,530,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965018-Kai Lalsingrao Shinde Gr.Big.Sheti Sah.Pat.Ltd. Br. Medha,04-Nov-25,B06425,0117676,01,0965,5,195012930670,CASH,-----------------------, ----------,---------,------,,370,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965018-Kai Lalsingrao Shinde Gr.Big.Sheti Sah.Pat.Ltd. Br. Medha,04-Nov-25,B06425,0117677,01,0965,5,195011920247,CASH,-----------------------, ----------,---------,------,,160,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
020965018-Kai Lalsingrao Shinde Gr.Big.Sheti Sah.Pat.Ltd. Br. Medha,04-Nov-25,B06425,0117678,01,0965,5,196070000913,CASH,-----------------------, ----------,---------,------,,490,Y,Y,--------,N,Occs,,,,04-Nov-25,05-Nov-25,,,
